message,concepts
"(5, 6, 10, 3, 13, 0)","[(3, 0, 1, 2, 0), ('?', 0, 1, 2, 0), ('?', 0, 1, 2, 0)]"
"(5, 6, 10, 6, 3, 0)","[('?', 0, 1, 2, 2)]"
"(5, 6, 10, 6, 7, 0)","[('?', 0, 1, 3, 2)]"
"(5, 6, 10, 6, 9, 0)","[(1, 0, 1, 2, 2), (1, 0, 1, 2, 2)]"
"(5, 6, 10, 6, 10, 0)","[('?', 0, 1, 2, 2)]"
"(5, 6, 10, 6, 14, 0)","[(2, 0, 1, 2, 2), (2, 0, 1, 2, 2), (2, 0, 1, 2, 2), (2, 0, 1, 2, 2), (2, 0, 1, 2, 2), (2, 0, 1, 2, 2), (2, 0, 1, 2, 2)]"
"(5, 6, 10, 7, 11, 0)","[(0, 0, 1, 3, 1)]"
"(5, 6, 10, 7, 13, 0)","[('?', 0, 1, 3, 0), ('?', 0, 1, 3, 0), ('?', 0, 1, 3, 0), ('?', 0, 1, 3, 0), ('?', 0, 1, 3, 0)]"
"(5, 6, 10, 8, 6, 0)","[(0, 0, 1, 2, 3), (0, 0, 1, 2, 3), (0, 0, 1, 2, 3)]"
"(5, 6, 10, 8, 7, 0)","[(0, 0, 1, 3, '?')]"
"(5, 6, 10, 9, 3, 0)","[(1, 0, 1, 2, '?'), (1, 0, 1, 2, '?'), (1, 0, 1, 2, '?'), (1, 0, 1, 2, '?')]"
"(5, 6, 10, 9, 6, 0)","[(1, 0, 1, 2, 3), (1, 0, 1, 2, 3), (1, 0, 1, 2, 3), (1, 0, 1, 2, 3), (1, 0, 1, 2, 3), (1, 0, 1, 2, 3)]"
"(5, 6, 10, 9, 11, 0)","[(1, 0, 1, 2, 1), (1, 0, 1, 2, 1), (1, 0, 1, 2, 1), (1, 0, 1, 2, 1)]"
"(5, 6, 10, 9, 13, 0)","[(1, 0, 1, 2, 0), (1, 0, 1, 2, '?'), (1, 0, 1, 2, 0), (1, 0, 1, 2, 0), (1, 0, 1, 2, 0)]"
"(5, 6, 10, 10, 3, 0)","[('?', 0, 1, 2, '?')]"
"(5, 6, 10, 10, 6, 0)","[('?', 0, 1, 2, 3)]"
"(5, 6, 10, 10, 11, 0)","[(3, 0, 1, 2, 1), ('?', 0, 1, 2, 1)]"
"(5, 6, 10, 10, 13, 0)","[('?', 0, 1, 2, 0), (3, 0, 1, 2, 0)]"
"(5, 6, 10, 14, 3, 0)","[(2, 0, 1, 2, '?'), (2, 0, 1, 2, '?'), (2, 0, 1, 2, '?'), (2, 0, 1, 2, '?'), (2, 0, 1, 2, '?'), (2, 0, 1, 2, '?'), (2, 0, 1, 2, '?'), (2, 0, 1, 2, '?')]"
"(5, 6, 10, 14, 11, 0)","[(2, 0, 1, 2, 1), (2, 0, 1, 2, 1), (2, 0, 1, 2, 1), (2, 0, 1, 2, 1), (2, 0, 1, 2, 1), (2, 0, 1, '?', 1)]"
"(5, 6, 11, 3, 3, 0)","[('?', 0, 2, 2, '?'), ('?', 0, 2, 2, '?'), ('?', 0, 2, 2, '?')]"
"(5, 6, 11, 3, 6, 0)","[('?', 0, 2, 2, 3), ('?', 0, 2, 2, 3), ('?', 0, 2, 2, 3), ('?', 0, 2, 2, 3), ('?', 0, 2, 2, 3)]"
"(5, 6, 11, 3, 11, 0)","[(3, 0, 2, 2, 1), ('?', 0, 2, 2, 1), (3, 0, 2, 2, 1), ('?', 0, 2, 2, 1), ('?', 0, 2, 2, 1), ('?', 0, 2, 2, 1)]"
"(5, 6, 11, 3, 13, 0)","[(3, 0, 2, 2, 0)]"
"(5, 6, 11, 4, 4, 0)","[(0, 0, 2, 2, 2)]"
"(5, 6, 11, 4, 7, 0)","[(0, 0, 2, 3, 2), (0, 0, 2, 3, 2)]"
"(5, 6, 11, 6, 3, 0)","[('?', 0, 2, 2, 2), ('?', 0, 2, 2, 2), ('?', 0, 2, 2, 2), ('?', 0, 2, 2, 2), ('?', 0, 2, 2, 2), ('?', 0, 2, 2, 2), ('?', 0, 2, 2, 2)]"
"(5, 6, 11, 6, 9, 0)","[(1, 0, 2, '?', 2), (1, 0, 2, 2, 2), (1, 0, 2, 2, 2), (1, 0, 2, 2, 2)]"
"(5, 6, 11, 7, 6, 0)","[('?', 0, 2, 3, 3), ('?', 0, 2, 3, 3), ('?', 0, 2, 3, 3), ('?', 0, 2, 3, 3), ('?', 0, 2, 3, 3)]"
"(5, 6, 11, 7, 7, 0)","[('?', 0, 2, 3, '?'), ('?', 0, 2, 3, 1)]"
"(5, 6, 11, 7, 13, 0)","[('?', 0, 2, 3, 0), ('?', 0, 2, 3, 0), ('?', 0, 2, 3, 0), ('?', 0, 2, 3, 0)]"
"(5, 6, 11, 8, 3, 0)","[(0, 0, 2, 2, '?')]"
"(5, 6, 11, 8, 7, 0)","[(0, 0, 2, 3, 1)]"
"(5, 6, 11, 9, 3, 0)","[(1, 0, 2, 2, '?'), (1, 0, 2, 2, '?'), (1, 0, 2, 2, '?'), (1, 0, 2, 2, '?')]"
"(5, 6, 11, 9, 6, 0)","[(1, 0, 2, 2, 3), (1, 0, 2, 2, 3), (1, 0, 2, 2, 3), (1, 0, 2, 2, 3)]"
"(5, 6, 11, 9, 11, 0)","[(1, 0, 2, 2, 1), (1, 0, 2, 2, 1), (1, 0, 2, 2, 1)]"
"(5, 6, 11, 14, 3, 0)","[(2, 0, 2, 2, '?'), (2, 0, 2, 2, '?'), (2, 0, 2, 2, '?')]"
"(5, 6, 11, 14, 6, 0)","[(2, 0, 2, 2, 3), (2, 0, 2, 2, 3), (2, 0, 2, 2, 3), (2, 0, 2, 2, 3), (2, 0, 2, 2, 3)]"
"(5, 6, 11, 14, 11, 0)","[(2, 0, 2, '?', 1), (2, 0, 2, 2, 1), (2, 0, 2, 2, 1), (2, 0, 2, 2, 1)]"
"(5, 6, 11, 14, 13, 0)","[(2, 0, 2, 2, 0), (2, 0, 2, 2, 0)]"
"(5, 6, 14, 3, 6, 0)","[(2, 0, '?', 2, 3)]"
"(5, 7, 7, 6, 7, 0)","[(0, 0, 0, 3, 2)]"
"(5, 7, 7, 7, 3, 0)","[('?', 0, 0, 3, '?')]"
"(5, 7, 7, 7, 6, 0)","[('?', 0, 0, 3, 3)]"
"(5, 7, 7, 7, 7, 0)","[('?', 0, 0, 3, '?')]"
"(5, 7, 7, 7, 11, 0)","[('?', 0, 0, 3, 1)]"
"(5, 7, 7, 8, 7, 0)","[(0, 0, 0, 3, 1), (0, 0, 0, 3, 1), (0, 0, 0, 3, 1), (0, 0, 0, 3, 1), (0, 0, 0, 3, 1)]"
"(5, 7, 7, 8, 11, 0)","[(0, 0, 0, 3, 1), (0, 0, 0, 3, 1)]"
"(5, 7, 7, 8, 13, 0)","[(0, 0, 0, 3, 0), (0, 0, 0, 3, 0)]"
"(5, 7, 7, 14, 11, 0)","[(2, 0, 0, 2, 1)]"
"(5, 9, 1, 6, 7, 0)","[(1, 0, 3, 3, 2), (1, 0, 3, 3, 2), (1, 0, 3, 3, 2), (1, 0, 3, 3, 2), (1, 0, 3, 3, 2), (1, 0, 3, 3, 2), (1, 0, 3, 3, 2)]"
"(5, 9, 1, 7, 6, 0)","[(1, 0, 3, 3, 3), (1, 0, 3, 3, 3), (1, 0, 3, 3, 3), (1, 0, 3, 3, 3), (1, 0, 3, 3, 3), (1, 0, 3, 3, 3), (1, 0, 3, 3, 3), (1, 0, 3, 3, 3)]"
"(5, 9, 1, 7, 7, 0)","[(1, 0, 3, 3, '?'), (1, 0, 3, 3, '?'), (1, 0, 3, 3, '?'), (1, 0, 3, 3, '?'), (1, 0, 3, 3, '?'), (1, 0, 3, 3, '?'), (1, 0, 3, 3, '?'), (1, 0, 3, 3, 1), (1, 0, 3, 3, '?')]"
"(5, 9, 1, 7, 9, 0)","[(1, 0, 3, 3, '?')]"
"(5, 9, 1, 7, 11, 0)","[(1, 0, 3, 3, 1), (1, 0, 3, 3, 1), (1, 0, 3, 3, 1), (1, 0, 3, 3, 1), (1, 0, 3, 3, 1), (1, 0, 3, 3, 1)]"
"(5, 9, 1, 7, 13, 0)","[(1, 0, 3, 3, 0), (1, 0, 3, 3, 0), (1, 0, 3, 3, 0), (1, 0, 3, 3, 0), (1, 0, 3, 3, 0)]"
"(5, 9, 1, 9, 11, 0)","[(1, 0, 3, 2, 1)]"
"(5, 9, 1, 9, 13, 0)","[(1, 0, 3, '?', 0)]"
"(5, 9, 3, 6, 7, 0)","[(1, 0, '?', 3, 2), (1, 0, '?', 3, 2), (1, 0, '?', 3, 2), (1, 0, 1, 3, 2), (1, 0, '?', 3, 2), (1, 0, 1, 3, 2), (1, 0, '?', 3, 2), (1, 0, 1, 3, 2)]"
"(5, 9, 3, 7, 6, 0)","[(1, 0, '?', 3, 3), (1, 0, '?', 3, 3), (1, 0, 1, 3, 3), (1, 0, '?', 3, 3), (1, 0, '?', 3, 3), (1, 0, '?', 3, 3), (1, 0, '?', 3, 3)]"
"(5, 9, 3, 7, 7, 0)","[(1, 0, 1, 3, 1), (1, 0, 1, 3, 1)]"
"(5, 9, 3, 7, 13, 0)","[(1, 0, '?', 3, 0), (1, 0, '?', 3, 0), (1, 0, '?', 3, 0), (1, 0, '?', 3, 0), (1, 0, '?', 3, 0), (1, 0, '?', 3, 0), (1, 0, '?', 3, 0), (1, 0, '?', 3, 0)]"
"(5, 9, 6, 6, 7, 0)","[(1, 0, '?', 3, 2), (1, 0, 1, 3, 2), (1, 0, 1, 3, 2), (1, 0, '?', 3, 2), (1, 0, '?', 3, 2), (1, 0, 1, 3, 2), (1, 0, 2, 3, 2), (1, 0, 2, 3, 2)]"
"(5, 9, 7, 6, 7, 0)","[(1, 0, 0, 3, 2), (1, 0, 0, 3, 2), (1, 0, 0, 3, 2), (1, 0, 0, 3, 2), (1, 0, 0, 3, 2), (1, 0, 0, 3, 2), (1, 0, 0, 3, 2), (1, 0, 0, 3, 2)]"
"(5, 9, 7, 7, 6, 0)","[(1, 0, 0, 3, 3), (1, 0, 0, 3, 3), (1, 0, 0, 3, 3), (1, 0, 0, 3, 3), (1, 0, 0, 3, 3), (1, 0, 0, 3, 3)]"
"(5, 9, 7, 7, 7, 0)","[(1, 0, 0, 3, 1), (1, 0, 0, 3, '?'), (1, 0, 0, 3, '?'), (1, 0, 0, 3, '?'), (1, 0, 0, 3, 1), (1, 0, 0, 3, 1), (1, 0, 0, 3, '?'), (1, 0, 0, 3, '?'), (1, 0, 0, 3, '?')]"
"(5, 9, 7, 7, 9, 0)","[(1, 0, 0, 3, 1), (1, 0, 0, 3, '?')]"
"(5, 9, 7, 7, 11, 0)","[(1, 0, 0, 3, 1), (1, 0, 0, 3, 1), (1, 0, 0, 3, 1), (1, 0, 0, 3, 1)]"
"(5, 9, 7, 7, 13, 0)","[(1, 0, 0, 3, 0), (1, 0, 0, 3, 0), (1, 0, 0, 3, 0), (1, 0, 0, 3, 0), (1, 0, 0, 3, 0), (1, 0, 0, 3, 0), (1, 0, 0, 3, 0)]"
"(5, 9, 10, 6, 7, 0)","[(1, 0, 1, 3, 2), (1, 0, 1, 3, 2), (1, 0, 1, 3, 2)]"
"(5, 9, 10, 6, 9, 0)","[(1, 0, 1, '?', 2)]"
"(5, 9, 10, 7, 6, 0)","[(1, 0, 1, 3, 3), (1, 0, 1, 3, 3), (1, 0, 1, 3, 3), (1, 0, 1, 3, 3), (1, 0, 1, 3, 3), (1, 0, 1, 3, 3), (1, 0, 1, 3, 3)]"
"(5, 9, 10, 7, 11, 0)","[(1, 0, 1, 3, 1), (1, 0, 1, 3, 1)]"
"(5, 9, 10, 7, 13, 0)","[(1, 0, 1, 3, 0), (1, 0, 1, 3, 0), (1, 0, 1, 3, 0), (1, 0, 1, 3, 0), (1, 0, 1, 3, 0), (1, 0, 1, 3, 0)]"
"(5, 9, 11, 6, 7, 0)","[(1, 0, 2, 3, 2), (1, 0, 2, 3, 2), (1, 0, 2, 3, 2), (1, 0, 2, 3, 2), (1, 0, 2, 3, 2), (1, 0, 2, 3, 2)]"
"(5, 9, 11, 6, 9, 0)","[(1, 0, 2, 2, 2)]"
"(5, 9, 11, 7, 7, 0)","[(1, 0, 2, 3, '?'), (1, 0, 2, 3, '?'), (1, 0, 2, 3, '?'), (1, 0, 2, 3, '?'), (1, 0, 2, 3, '?'), (1, 0, 2, 3, '?'), (1, 0, 2, 3, '?')]"
"(5, 9, 11, 7, 11, 0)","[(1, 0, 2, 3, 1), (1, 0, 2, 3, 1), (1, 0, 2, 3, 1), (1, 0, 2, 3, 1)]"
"(5, 9, 11, 7, 13, 0)","[(1, 0, 2, 3, 0), (1, 0, 2, 3, 0), (1, 0, 2, 3, 0), (1, 0, 2, 3, 0), (1, 0, 2, 3, 0), (1, 0, 2, 3, 0), (1, 0, 2, 3, 0), (1, 0, 2, 3, 0), (1, 0, 2, 3, 0)]"
"(5, 10, 3, 7, 7, 0)","[('?', 0, 1, 3, '?'), ('?', 0, 1, 3, '?')]"
"(5, 10, 6, 6, 14, 0)","[(2, 0, 1, 2, 2)]"
"(5, 10, 8, 7, 6, 0)","[(0, 0, 1, 3, 3), (0, 0, 1, 3, 3), (0, 0, 1, 3, 3), (0, 0, 1, 3, 3), (0, 0, 1, 3, 3), (0, 0, 1, 3, 3), (0, 0, 1, 3, 3)]"
"(5, 10, 8, 7, 7, 0)","[(0, 0, 1, 3, 1), (0, 0, 1, 3, '?'), (0, 0, 1, 3, '?'), (0, 0, 1, 3, '?'), (0, 0, 1, 3, 1), (0, 0, 1, 3, 1), (0, 0, 1, 3, '?'), (0, 0, 1, 3, '?')]"
"(5, 10, 8, 7, 11, 0)","[(0, 0, 1, 3, 1), (0, 0, 1, 3, 1)]"
"(5, 10, 8, 7, 13, 0)","[(0, 0, 1, 3, 0), (0, 0, 1, 3, 0), (0, 0, 1, 3, 0), (0, 0, 1, 3, 0)]"
"(5, 10, 10, 3, 6, 0)","[('?', 0, 1, 2, 3)]"
"(5, 10, 10, 3, 11, 0)","[('?', 0, 1, 2, 1)]"
"(5, 10, 10, 3, 13, 0)","[('?', 0, 1, 2, 0), ('?', 0, 1, 2, 0), ('?', 0, 1, 2, 0), ('?', 0, 1, 2, 0)]"
"(5, 10, 10, 7, 7, 0)","[('?', 0, 1, 3, '?'), ('?', 0, 1, 3, '?'), ('?', 0, 1, 3, '?'), ('?', 0, 1, 3, '?'), ('?', 0, 1, 3, '?')]"
"(5, 10, 10, 7, 11, 0)","[(0, 0, 1, 3, 1)]"
"(5, 10, 10, 8, 3, 0)","[(0, 0, 1, 2, '?')]"
"(5, 10, 10, 8, 6, 0)","[(0, 0, 1, 2, 3), (0, 0, 1, 2, 3)]"
"(5, 10, 10, 8, 11, 0)","[(0, 0, 1, 2, 1)]"
"(5, 10, 10, 8, 13, 0)","[(0, 0, 1, 2, 0), (0, 0, 1, 2, 0), (0, 0, 1, 2, 0)]"
"(5, 10, 10, 9, 3, 0)","[(1, 0, 1, 2, '?')]"
"(5, 10, 10, 9, 11, 0)","[(1, 0, 1, 2, 1), (1, 0, 1, 2, 1), (1, 0, 1, 2, 1)]"
"(5, 10, 10, 9, 13, 0)","[(1, 0, 1, 2, 0)]"
"(5, 10, 10, 10, 3, 0)","[('?', 0, 1, 2, '?')]"
"(5, 10, 10, 10, 13, 0)","[('?', 0, 1, 2, 0)]"
"(5, 10, 10, 14, 11, 0)","[(2, 0, 1, 2, 1), (2, 0, 1, 2, 1), (2, 0, 1, 2, 1), (2, 0, 1, 2, 1)]"
"(5, 11, 3, 3, 3, 0)","[('?', 0, 2, 2, '?')]"
"(5, 11, 3, 3, 6, 0)","[('?', 0, 2, 2, 3)]"
"(5, 11, 3, 3, 11, 0)","[('?', 0, 2, 2, 1), (3, 0, 2, 2, 1), ('?', 0, 2, 2, 1), ('?', 0, 2, 2, 1)]"
"(5, 11, 3, 7, 7, 0)","[('?', 0, 2, 3, 1), ('?', 0, 2, 3, '?'), ('?', 0, 2, 3, '?')]"
"(5, 11, 3, 7, 11, 0)","[('?', 0, 2, 3, 1), ('?', 0, 2, 3, 1), ('?', 0, 2, 3, 1), ('?', 0, 2, 3, 1)]"
"(5, 11, 3, 7, 13, 0)","[('?', 0, 2, 3, 0)]"
"(5, 11, 3, 8, 7, 0)","[(0, 0, 2, 3, 1)]"
"(5, 11, 3, 8, 11, 0)","[(0, 0, 2, 2, 1), (0, 0, 2, 2, 1)]"
"(5, 11, 3, 9, 3, 0)","[(1, 0, 2, 2, '?'), (1, 0, 2, 2, '?')]"
"(5, 11, 3, 9, 6, 0)","[(1, 0, 2, 2, 3), (1, 0, 2, 2, 3), (1, 0, 2, 2, 3), (1, 0, 2, 2, 3)]"
"(5, 11, 3, 9, 11, 0)","[(1, 0, 2, 2, 1), (1, 0, 2, 2, 1), (1, 0, 2, 2, 1), (1, 0, 2, 2, 1)]"
"(5, 11, 3, 14, 3, 0)","[(2, 0, 2, 2, '?')]"
"(5, 11, 3, 14, 6, 0)","[(2, 0, 2, 2, 3)]"
"(5, 11, 3, 14, 11, 0)","[(2, 0, 2, 2, 1), (2, 0, 2, 2, 1)]"
"(5, 11, 4, 4, 7, 0)","[(0, 0, 2, 3, 2)]"
"(5, 11, 6, 4, 7, 0)","[(0, 0, 2, 3, 2)]"
"(5, 11, 6, 6, 3, 0)","[('?', 0, 2, 2, 2)]"
"(5, 11, 6, 7, 7, 0)","[(0, 0, 2, 3, 2)]"
"(5, 11, 7, 7, 3, 0)","[('?', 0, 2, 3, '?'), ('?', 0, 2, 3, '?')]"
"(5, 11, 7, 7, 7, 0)","[('?', 0, 2, 3, '?'), ('?', 0, 2, 3, '?')]"
"(5, 11, 8, 6, 7, 0)","[(0, 0, 2, 3, 2)]"
"(5, 11, 8, 7, 7, 0)","[(0, 0, 2, 3, 1), (0, 0, 2, 3, 1), (0, 0, 2, 3, 1), (0, 0, 2, 3, 2)]"
"(5, 11, 8, 7, 11, 0)","[(0, 0, 2, 3, 1), (0, 0, 2, 3, 1)]"
"(5, 11, 9, 3, 11, 0)","[(1, 0, 2, 2, 1)]"
"(5, 11, 9, 7, 11, 0)","[(1, 0, 2, 3, 1)]"
"(5, 11, 11, 3, 3, 0)","[('?', 0, 2, 2, '?')]"
"(5, 11, 11, 3, 6, 0)","[('?', 0, 2, 2, 3)]"
"(5, 11, 11, 8, 11, 0)","[(0, 0, 2, 2, 1), (0, 0, 2, 2, 1), (0, 0, 2, '?', 1)]"
"(5, 11, 11, 9, 3, 0)","[(1, 0, 2, 2, '?'), (1, 0, 2, 2, '?')]"
"(5, 11, 11, 9, 11, 0)","[(1, 0, 2, 2, 1)]"
"(5, 11, 11, 14, 3, 0)","[(2, 0, 2, 2, '?')]"
"(5, 11, 11, 14, 13, 0)","[(2, 0, 2, 2, 0)]"
"(5, 11, 14, 3, 6, 0)","[(2, 0, 2, 2, 3)]"
"(5, 11, 14, 3, 11, 0)","[(2, 0, 2, 2, 1)]"
"(5, 11, 14, 3, 13, 0)","[(2, 0, 2, 2, 0)]"
"(5, 11, 14, 3, 14, 0)","[(2, 0, 2, 2, '?'), (2, 0, 2, 2, '?')]"
"(5, 11, 14, 14, 6, 0)","[(2, 0, 2, 2, 3)]"
"(5, 11, 14, 14, 11, 0)","[(2, 0, 2, 2, 1)]"
"(5, 11, 14, 14, 13, 0)","[(2, 0, 2, 2, 0), (2, 0, 2, 2, 0), (2, 0, 2, 2, 0)]"
"(5, 14, 1, 7, 7, 0)","[(2, 0, 3, 3, '?'), (2, 0, 3, 3, '?'), (2, 0, 3, 3, '?'), (2, 0, 3, 3, '?')]"
"(5, 14, 1, 7, 14, 0)","[(2, 0, 3, 3, '?'), (2, 0, 3, 3, '?'), (2, 0, 3, 3, '?'), (2, 0, 3, 3, '?'), (2, 0, 3, 3, '?')]"
"(5, 14, 3, 7, 6, 0)","[(2, 0, '?', 3, 3), (2, 0, '?', 3, 3), (2, 0, '?', 3, 3), (2, 0, '?', 3, 3), (2, 0, '?', 3, 3), (2, 0, '?', 3, 3), (2, 0, '?', 3, 3)]"
"(5, 14, 3, 7, 7, 0)","[(2, 0, '?', 3, '?'), (2, 0, '?', 3, '?'), (2, 0, '?', 3, '?')]"
"(5, 14, 3, 7, 13, 0)","[(2, 0, '?', 3, 0), (2, 0, '?', 3, 0), (2, 0, '?', 3, 0), (2, 0, '?', 3, 0), (2, 0, '?', 3, 0), (2, 0, '?', 3, 0)]"
"(5, 14, 3, 7, 14, 0)","[(2, 0, '?', 3, '?'), (2, 0, '?', 3, '?'), (2, 0, '?', 3, '?')]"
"(5, 14, 3, 14, 3, 0)","[(2, 0, '?', '?', '?'), (2, 0, '?', '?', '?')]"
"(5, 14, 6, 6, 7, 0)","[(2, 0, 1, 3, 2)]"
"(5, 14, 7, 6, 7, 0)","[(2, 0, 0, 3, 2), (2, 0, 0, 3, 2), (2, 0, 0, 3, 2), (2, 0, 0, 3, 2), (2, 0, 0, 3, 2), (2, 0, 0, 3, 2)]"
"(5, 14, 7, 6, 14, 0)","[(2, 0, 0, 3, 2), (2, 0, 0, '?', 2)]"
"(5, 14, 7, 7, 6, 0)","[(2, 0, 0, 3, 3), (2, 0, 0, 3, 3), (2, 0, 0, 3, 3), (2, 0, 0, 3, 3), (2, 0, 0, 3, 3), (2, 0, 0, 3, 3), (2, 0, 0, 3, 3)]"
"(5, 14, 7, 7, 7, 0)","[(2, 0, 0, 3, '?'), (2, 0, 0, 3, '?')]"
"(5, 14, 7, 7, 11, 0)","[(2, 0, 0, 3, 1), (2, 0, 0, 3, 1)]"
"(5, 14, 7, 7, 13, 0)","[(2, 0, 0, 3, 0), (2, 0, 0, 3, 0), (2, 0, 0, 3, 0), (2, 0, '?', 3, 0), (2, 0, 0, 3, 0), (2, 0, 0, 3, 0)]"
"(5, 14, 7, 7, 14, 0)","[(2, 0, 0, 3, 1), (2, 0, 0, 3, '?'), (2, 0, 0, 3, '?'), (2, 0, 0, 3, 1), (2, 0, 0, 3, 1), (2, 0, 0, 3, 1), (2, 0, 0, 3, 1), (2, 0, 0, 3, 1), (2, 0, 0, 3, 1)]"
"(5, 14, 7, 14, 3, 0)","[(2, 0, 0, '?', '?'), (2, 0, 0, '?', '?'), (2, 0, 0, 0, 1)]"
"(5, 14, 7, 14, 6, 0)","[(2, 0, 0, '?', 3), (2, 0, 0, 3, 3), (2, 0, 0, '?', 3), (2, 0, 0, '?', 3), (2, 0, 0, '?', 3), (2, 0, 0, '?', 3)]"
"(5, 14, 7, 14, 7, 0)","[(2, 0, 0, 3, '?')]"
"(5, 14, 7, 14, 11, 0)","[(2, 0, 0, 0, 1), (2, 0, 0, 2, 1), (2, 0, 0, 2, 1)]"
"(5, 14, 10, 6, 7, 0)","[(2, 0, 1, 3, 2), (2, 0, 1, 3, 2)]"
"(5, 14, 10, 6, 14, 0)","[(2, 0, 1, 3, 2)]"
"(5, 14, 10, 7, 6, 0)","[(2, 0, 1, 3, 3), (2, 0, 1, 3, 3), (2, 0, 1, 3, 3), (2, 0, 1, 3, 3), (2, 0, 1, 3, 3), (2, 0, 1, 3, 3)]"
"(5, 14, 10, 7, 7, 0)","[(2, 0, 1, 3, '?'), (2, 0, 1, 3, '?'), (2, 0, 1, 3, 1)]"
"(5, 14, 10, 7, 11, 0)","[(2, 0, 1, 3, 1), (2, 0, 1, 3, 1), (2, 0, 1, 3, 1), (2, 0, 1, 3, 1)]"
"(5, 14, 10, 7, 13, 0)","[(2, 0, 1, 3, 0), (2, 0, 1, 3, 0), (2, 0, 1, 3, 0), (2, 0, 1, 3, 0), (2, 0, 1, 3, 0)]"
"(5, 14, 10, 7, 14, 0)","[(2, 0, 1, 3, '?'), (2, 0, 1, 3, '?'), (2, 0, 1, 3, '?'), (2, 0, 1, 3, '?'), (2, 0, 1, 3, 1), (2, 0, 1, 3, '?')]"
"(5, 14, 10, 14, 13, 0)","[(2, 0, 1, 3, 0), (2, 0, 1, 3, 0)]"
"(5, 14, 11, 6, 7, 0)","[(2, 0, 2, 3, 2), (2, 0, 2, 3, 2), (2, 0, 2, 3, 2), (2, 0, 2, 3, 2), (2, 0, 2, 3, 2)]"
"(5, 14, 11, 7, 7, 0)","[(2, 0, 2, 3, '?'), (2, 0, 2, 3, '?'), (2, 0, 2, 3, '?'), (2, 0, 2, 3, '?'), (2, 0, 2, 3, '?'), (2, 0, 2, 3, '?'), (2, 0, 2, 3, '?'), (2, 0, 2, 3, '?')]"
"(5, 14, 11, 7, 11, 0)","[(2, 0, 2, 3, 1), (2, 0, 2, 3, 1), (2, 0, 2, 3, 1), (2, 0, 2, 3, 1), (2, 0, 2, 3, 1), (2, 0, 2, 3, 1)]"
"(5, 14, 11, 7, 13, 0)","[(2, 0, 2, 3, 0), (2, 0, 2, 3, 0), (2, 0, 2, 3, 0), (2, 0, 2, 3, 0), (2, 0, 2, 3, 0), (2, 0, 2, 3, 0), (2, 0, 2, 3, 0), (2, 0, 2, 3, 0), (2, 0, 2, 3, 0)]"
"(5, 14, 11, 7, 14, 0)","[(2, 0, 2, 3, '?'), (2, 0, 2, 3, 1)]"
"(5, 14, 14, 7, 6, 0)","[(2, 0, '?', 3, 3), (2, 0, '?', 3, 3), (2, 0, '?', 3, 3)]"
"(5, 14, 14, 7, 7, 0)","[(2, 0, '?', 3, '?')]"
"(6, 1, 1, 3, 3, 0)","[('?', '?', 3, 2, '?'), ('?', '?', 3, 2, '?'), ('?', '?', 3, 2, '?')]"
"(6, 1, 1, 3, 6, 0)","[('?', '?', 3, 2, 3), ('?', '?', 3, 2, 3)]"
"(6, 1, 1, 3, 11, 0)","[('?', '?', 3, 2, 1)]"
"(6, 1, 1, 3, 13, 0)","[('?', '?', 3, 2, 0)]"
"(6, 1, 1, 6, 9, 0)","[(1, '?', 3, 2, 2), (1, '?', 3, 2, 2)]"
"(6, 1, 1, 7, 6, 0)","[('?', '?', 3, 3, 3)]"
"(6, 1, 1, 8, 6, 0)","[(0, '?', 3, 2, 3)]"
"(6, 1, 1, 9, 3, 0)","[(1, '?', 3, 2, '?'), (1, '?', 3, 2, '?'), (1, '?', 3, 2, '?')]"
"(6, 1, 1, 9, 6, 0)","[(1, '?', 3, 2, 3)]"
"(6, 1, 1, 14, 13, 0)","[(2, '?', 3, 2, 0)]"
"(6, 1, 3, 1, 3, 0)","[('?', '?', 3, 2, '?'), ('?', '?', 3, 2, '?'), ('?', '?', 3, 2, '?')]"
"(6, 1, 3, 1, 6, 0)","[('?', '?', 3, 2, 3), ('?', '?', 3, 2, 3)]"
"(6, 1, 3, 1, 11, 0)","[('?', '?', 3, 2, 1), ('?', '?', 3, 2, 1), ('?', '?', 3, 2, 1), ('?', '?', 3, 2, 1)]"
"(6, 1, 3, 1, 13, 0)","[('?', '?', 3, 2, 0)]"
"(6, 1, 3, 3, 3, 0)","[('?', '?', 3, 2, '?'), ('?', '?', 3, 2, '?'), ('?', '?', 3, 2, '?'), ('?', '?', 3, 2, '?')]"
"(6, 1, 3, 3, 11, 0)","[('?', '?', 3, 2, 1)]"
"(6, 1, 3, 3, 13, 0)","[('?', '?', 3, 2, 0), ('?', '?', 3, 2, 0), ('?', '?', 3, 2, 0), ('?', '?', 3, 2, 0), ('?', '?', 3, 2, 0)]"
"(6, 1, 3, 7, 7, 0)","[('?', '?', 3, 3, '?'), ('?', '?', 3, 3, '?')]"
"(6, 1, 3, 8, 13, 0)","[(0, '?', 3, 2, 0), (0, '?', 3, 2, 0)]"
"(6, 1, 3, 9, 3, 0)","[(1, '?', 3, 2, '?'), (1, '?', 3, 2, '?'), (1, '?', 3, 2, '?')]"
"(6, 1, 3, 9, 6, 0)","[(1, '?', 3, 2, 3)]"
"(6, 1, 3, 9, 13, 0)","[(1, '?', 3, 2, 0), (1, '?', 3, 2, 0), (1, '?', 3, 2, 0)]"
